id,title,all_authors,author_gender,category,format,style,wc,inquote,nframe,NN_QI,NN_NF,VB_QI,VB_NF,JJ_QI,JJ_NF,RG_QI,RG_NF,RO_QI,RO_NF,PP_QI,PP_NF,VERB_QI,VERB_NF,AUX_QI,AUX_NF,ADV_QI,ADV_NF,PROPN_QI,PROPN_NF,CCONJ_QI,CCONJ_NF,SCONJ_QI,SCONJ_NF,INTJ_QI,INTJ_NF,p1_QI,p1_NF,p2_QI,p2_NF,p3_QI,p3_NF,neg_QI,neg_NF,VBPRT_QI,VBPRT_NF,VBPRS_QI,VBPRS_NF,VBSUP_QI,VBSUP_NF,VBIMP_QI,VBIMP_NF,VBINF_QI,VBINF_NF,VBSFO_QI,VBSFO_NF,NNIND_QI,NNIND_NF,NNDEF_QI,NNDEF_NF,NNSIN_QI,NNSIN_NF,NNPLU_QI,NNPLU_NF,JJSUV_QI,JJSUV_NF,JJKOM_QI,JJKOM_NF
SvB_BS_079,Den döende detektiven,Leif G.W. Persson,M,CRIME,bestseller,dash,142765,78146,64420,113915,145234,195493,187876,44750,46290,6219,11177,1101,1614,69767,91959,136667,149581,59158,38559,102628,73362,20116,61518,29547,35067,33489,21468,6616,450,42497,2173,29547,2096,30251,64204,12118,7249,229299,635380,364731,66595,79139,180782,153826,5701,171958,111377,26380,21482,678724,663531,313750,333903,791508,822146,201191,175395,48041,66063,50043,56003
SvB_BS_080,Postcard Killers,Liza Marklund,F,CRIME,bestseller,dash,68860,22103,46530,128489,170428,205583,174704,35516,42768,5836,6404,588,795,70986,102515,146270,144595,59585,30282,93517,75629,33706,57511,32032,40469,28231,14034,5565,537,37190,881,28141,602,26874,67634,11944,6447,146127,788289,440801,18575,62720,79100,200044,4798,149648,108869,40493,39611,616197,496721,365493,495208,733803,762926,248239,228878,40764,30151,31847,39196
SvB_BS_081,1222 över havet,Anne Holt,F,CRIME,bestseller,dash,96972,29421,67488,111451,151849,212093,187144,42487,51787,4283,6149,408,1022,65260,103396,147174,136128,65735,51328,98229,81615,15703,26568,32970,35651,35281,30494,8021,267,47143,48453,28687,163,19578,34213,15499,12254,194231,652652,397756,65004,56090,99604,165385,3009,186058,179493,26763,39509,664837,511807,326624,483314,805733,788837,186032,206284,55200,47210,41600,46066
SvB_BS_082,Bara vanligt vatten,Kajsa Ingemarsson,F,OTHER,bestseller,quot,174139,36873,115593,87571,160217,193421,179907,37317,47563,2956,3166,434,848,48762,102800,133214,133780,60424,46387,104114,92644,18957,37052,40056,37199,30646,27069,26442,779,45155,2673,33412,1280,10007,65004,14564,10416,119882,648105,458076,25582,56085,123389,179473,12406,183679,189075,22294,44720,691236,535583,293280,460529,818210,800594,165996,195680,41424,40196,34157,39469
SvB_BS_083,Boktjuven,Markus Zusak,M,OTHER,bestseller,quot,145227,15699,99574,85292,171541,197656,170085,28091,47281,3758,7301,318,1376,45353,101844,146506,127433,51213,42923,90643,77631,37327,25097,36499,39629,29492,24675,21403,753,40130,9049,34779,2601,15861,61080,13631,9209,124396,654464,398002,80361,26104,68316,266516,9211,184660,187648,18692,67607,678865,578772,305452,417657,834205,788186,150859,208302,47619,51402,47619,43968
SvB_BS_084,Igelkottens elegans,Muriel Barbery,F,OTHER,bestseller,dash,82463,9292,73103,104391,158475,207275,169966,45738,63951,3982,4350,430,1450,57576,93703,148515,126205,59083,44225,91154,73896,26044,21613,35084,46250,28950,32721,22385,2531,47030,49328,24430,3721,16466,21873,15605,9480,112669,185835,439772,538109,53998,61006,211319,9899,179128,203541,40498,59155,730928,678118,264948,310056,818557,786966,177320,201295,40000,35508,21176,31444
SvB_BS_085,Höstoffer,Mons Kallentoft,M,CRIME,bestseller,quot,134486,35611,94502,102721,161362,197636,172324,30609,45967,2696,3831,421,751,59195,94305,141866,132600,56078,39936,90758,76824,33417,48740,42206,39936,34175,23206,13788,868,43217,18539,29626,9693,28587,47163,12749,8751,232452,142831,368713,573534,67491,72889,138250,11851,192100,197789,28417,42800,645708,557873,338436,438455,806178,779658,178239,216867,49541,30847,47706,37983
SvB_BS_086,I den innersta kretsen,Viveca Sten,F,CRIME,bestseller,quot,106734,34216,71381,111673,159959,199643,188650,37409,51526,3361,3698,380,1247,65846,99648,135726,135891,64239,52983,97469,82333,26362,44396,37176,32936,31447,23494,9031,168,36445,672,23293,714,24316,60632,13444,9008,218855,664191,402284,36388,66901,123496,114917,3639,196457,172137,38647,43368,680712,544754,314054,451655,785135,800490,209108,195919,26562,44318,39062,37792
SvB_BS_087,Eldvittnet,Lars Kepler,2,CRIME,bestseller,dash,138642,41356,97076,100034,189738,232421,185617,32015,49817,3748,4028,266,659,60427,107730,167400,159370,65311,26484,83083,71326,30878,42235,42606,49013,42340,22189,9406,82,52350,597,31483,144,24882,56379,18135,5006,179463,122315,424053,710805,48897,49559,191115,1609,155535,115545,25489,45619,611313,456919,376360,541180,806381,808459,181291,189695,38520,20885,31722,27502
SvB_BS_088,Änglamakerskan,Camilla Läckberg,F,CRIME,bestseller,quot,149104,54254,84188,93136,134651,206971,207904,33398,38390,2673,2209,350,606,59443,95180,138183,156257,68917,51943,104048,87578,30081,47287,44365,47335,33767,27545,16976,380,44623,439,23611,119,23279,80997,14358,9823,214445,695881,409743,9713,79882,106725,93864,571,201176,186997,35533,42336,641005,503088,352266,494266,785870,804340,207599,193013,38631,35272,41391,54765
SvB_BS_089,En dag,David Nicholls,M,OTHER,bestseller,quot,163343,50719,76511,88152,159180,190363,163820,40300,57090,4633,6378,335,1098,45920,99463,133027,124753,57690,39485,89059,81505,20643,25813,40912,52345,29062,26597,23206,1242,51795,5476,35411,3398,9503,70931,16996,7293,122009,388783,475608,344742,33351,73081,195028,9335,172139,182863,19886,38615,740774,610641,242004,383365,796019,793004,187654,201002,22994,36859,29354,29762
SvB_BS_090,Livet deluxe,Jens Lapidus,M,CRIME,bestseller,quot,170244,21879,123405,102838,185568,195210,166379,35605,46416,5622,9076,457,867,58458,97857,136386,125303,59281,41287,89766,80726,25412,48345,41318,24529,24224,18411,14077,810,47397,3298,36062,1288,23447,51165,13072,9084,131819,643629,509248,53185,68134,97945,112386,21089,177710,183811,25287,48120,690222,593537,290667,392838,713333,721878,267556,264629,38511,46962,39795,45566
SvB_BS_091,Brobyggarna,Jan Guillou,M,OTHER,bestseller,quot,212368,37899,167291,135122,171247,175334,162579,44539,62263,6491,8100,924,1417,68814,101583,118024,114519,57495,48293,94752,98989,31531,27933,40793,40947,27494,28023,15409,586,51373,1716,25251,514,12665,46560,11003,9815,141309,625928,484876,32723,56885,110339,105794,1949,209029,226598,35515,52283,696348,598436,297598,398073,777973,752443,215973,244206,59242,55108,52133,46563
SvB_BS_092,Niceville,Kathryn Stockett,F,OTHER,bestseller,quot,194986,48588,110534,97967,151528,203034,192059,32498,43037,3931,6469,329,1095,60447,98703,143369,147339,60015,45163,86174,81115,36532,26363,38652,43625,38384,32759,18235,796,47707,67445,30254,1520,23195,36921,15004,11318,161987,129634,424024,621273,57172,60106,153472,5276,202636,183193,17030,29723,672689,565526,317647,429518,830462,806854,160084,188369,36732,39731,32932,36367
SvB_BS_093,"Du gamla, du fria",Liza Marklund,F,CRIME,bestseller,dash,113428,34589,78671,133626,177524,206569,177117,35878,43498,7517,5237,781,661,74619,102363,144323,141691,62621,35540,89855,78263,28044,38439,38741,45214,28795,17173,4944,674,35907,9635,24690,991,23649,62653,15149,8885,118265,739343,480756,44424,64661,84613,163471,3158,172288,128176,47866,46003,624189,494415,357854,497709,720467,769082,262657,223113,35455,25424,48348,36236
SvB_BS_094,Pansarhjärta,Jo Nesbø,M,CRIME,bestseller,quot,209268,84523,97885,118122,168167,191415,185994,34499,42060,4105,5558,994,1093,68384,101742,135360,143832,56411,42315,76878,73750,32299,47300,39705,40006,36582,28595,15073,654,38640,1134,25058,715,23603,53083,12068,7826,228877,721465,388157,34110,68793,100571,147908,6921,166018,136878,30719,37570,613281,475427,362380,521657,808494,819270,167468,177814,36008,33762,39095,40806
SvB_BS_095,Det fjärde offret,Mari Jungstedt,F,CRIME,bestseller,dash,84764,25857,58891,109603,168786,211316,181335,37630,49311,4950,4194,851,781,71973,105177,142283,137865,69343,43725,111150,88112,24403,34403,39718,42485,25022,23892,9746,357,41884,594,24906,170,27923,62658,13033,7658,164898,712801,458272,15170,73572,116490,144949,4308,157211,150670,39898,54968,607269,493863,387791,502314,784051,785312,211009,210966,31860,45455,55498,41667
SvB_BS_096,Drömmen förde dej vilse,Anna Jansson,F,CRIME,bestseller,quot,107222,39107,61450,107705,158649,208556,197510,34955,49243,3989,2962,358,602,66740,97331,142174,141367,67226,56908,78886,77901,19178,34418,39967,37982,33856,27290,7825,537,44621,797,20278,618,39814,68820,17260,12465,247303,586554,407798,63937,71604,114114,66332,5356,206842,229546,41932,53967,653609,538927,339981,458611,832621,823982,160969,173454,42429,37013,51207,53866
SvB_BS_098,Det fördolda,"Hans Rosenfeldt, Michael Hjorth",M,CRIME,bestseller,dash,150789,35532,115249,93043,143377,216537,182830,32703,45675,5798,5163,422,989,59693,94439,155353,136010,61522,47150,100839,93727,28031,47471,36643,36052,33660,26126,8640,894,46324,842,27496,521,33210,61935,18969,12564,236938,658203,373408,29377,60567,121257,171432,9207,156746,181671,26124,34360,649425,539881,337871,455096,817907,811910,169691,183249,55077,56991,63683,64780
SvB_BS_099,Huvudjägarna,Jo Nesbø,M,CRIME,bestseller,quot,80022,20962,46586,122269,160263,187244,181170,36065,47117,5772,5517,906,1481,71272,95630,132096,131864,55338,49543,78189,77942,29196,22324,38546,41021,36065,31597,15600,1224,39405,60404,29959,537,21515,26381,12213,9531,203567,649763,410955,81872,72357,91706,149045,8175,163822,168246,29045,36848,631682,561613,342567,434637,809598,808331,165431,187919,52910,34169,29101,44191
SvB_BS_101,Sankta Psyko,Johan Theorin,M,CRIME,bestseller,quot,124490,32536,90531,96816,157835,193078,180734,31196,46006,2305,5755,492,983,50990,96508,142119,139808,51020,41003,100197,88699,28369,44526,45765,50336,30920,18414,20470,696,40755,1845,26893,3016,22590,58809,9805,8483,164916,228517,442853,566190,48074,67535,204075,5745,138650,131830,29768,49994,666349,489118,322857,505914,758413,784660,231429,210442,40394,31933,38424,41056
SvB_BS_102,Tusenskönor,Kristina Ohlsson,F,CRIME,bestseller,dash,115998,42080,73918,105585,141603,205038,195622,37738,47607,3018,2773,570,1096,75119,90235,145200,150680,60076,45212,103279,86122,29016,52450,39235,38367,43869,30574,7367,528,43156,2584,20889,703,31606,66506,16445,9795,276773,665698,311544,29599,78350,119433,140936,5048,191122,180083,43231,41079,659239,564823,334009,434413,773801,807681,219221,191745,44081,38079,40932,60244
SvB_BS_103,I grunden utan skuld,Viveca Sten,F,CRIME,bestseller,quot,105223,26962,77464,100512,156150,207255,195988,37386,48061,2448,3382,556,671,59602,95102,140865,142660,66649,53535,91870,82554,24034,41361,37571,37062,37423,25380,10496,232,38647,1433,28485,297,26259,69968,15763,9708,218146,694770,399785,17257,64782,113094,123658,2898,192555,171782,30959,44065,648339,503390,339483,494296,785978,797123,202583,200562,42659,39484,46627,46199
SvB_BS_104,I natt är du död,Viveca Sten,F,CRIME,bestseller,quot,116637,40564,75113,108002,159799,196036,192350,35672,47555,3575,4473,961,785,64910,99703,136451,146127,59930,46450,88921,76125,29805,49565,41268,33975,33774,25668,11833,266,37620,9759,23124,519,26501,54997,14175,8414,235035,697536,409582,45335,60362,96484,120724,2492,173290,158015,44266,44158,656015,499542,335996,497459,793426,805049,198813,191952,52522,38914,34554,51232
SvB_BS_105,Den femte årstiden,Mons Kallentoft,M,CRIME,bestseller,quot,135727,28008,105530,99793,155851,192052,171155,32169,48725,2535,3771,250,682,62304,92846,133033,128731,59197,42689,87475,75760,27921,45636,44380,40064,30920,21785,11211,948,47736,15645,28528,4814,27278,51151,14210,9770,178472,131658,438557,558465,71203,88528,117494,14893,193159,205404,30303,48832,655098,578464,318068,417219,770304,783912,203220,211771,34406,34228,36626,35395
SvB_BS_106,Utrensning,Sofi Oksanen,F,PRESTIGE,bestseller,dash,96595,10441,86154,116655,180851,222776,186596,36395,43306,766,3157,192,673,62063,104278,161479,136384,61584,50712,104300,78696,21262,28588,40034,41356,25093,25977,5459,766,33809,3087,31989,592,28637,53834,18197,11445,164230,619433,388220,59530,51161,99714,231728,6096,163801,214232,35684,46964,688834,513382,300493,478981,802135,783903,187192,208652,42105,23050,23684,46636
SvB_BS_107,Ensamma hjärtan och hemlösa hundar,Lucy Dillon,F,OTHER,bestseller,quot,159626,52799,82075,98581,145440,202049,186415,38751,55742,3674,3850,682,816,59376,99726,137465,139921,64907,46811,98525,83911,22330,43972,46554,43399,34035,31313,18106,731,46346,3229,30985,1133,25133,69485,18087,11867,147732,660458,446382,35294,49869,91634,119985,5490,234627,206471,19498,24183,709702,581972,282037,413085,791931,793918,199808,201139,34213,29945,39101,38907
SvB_BS_108,Strindbergs stjärna,Jan Wallentin,M,CRIME,bestseller,dash,132101,28550,103464,140665,186529,193135,171548,37653,47379,6620,5036,911,1285,75762,105757,135236,131108,58109,40632,98739,96188,41681,36998,33100,35568,30858,23158,6725,319,29282,406,23292,319,15552,45001,7951,4842,223250,657727,340769,17240,70910,131106,154334,4226,208923,189475,52049,65130,603586,528110,364044,465257,770916,780299,196464,213172,53023,45084,40000,28764
SvB_BS_109,Sandmannen,Lars Kepler,2,CRIME,bestseller,dash,122654,30761,91703,106433,187835,228146,189012,34979,46400,5071,4395,553,458,58841,106954,161991,160791,66318,28363,82767,74142,25812,39715,43269,48384,47528,23434,7997,120,55557,1047,29583,87,26885,60118,17490,5878,171844,130387,430750,692840,46452,45982,174551,1731,176261,128887,30351,50078,631643,455443,362553,542874,792303,807315,202199,191060,31599,19506,36245,27967
SvB_BS_110,Änglavakter,Kristina Ohlsson,F,CRIME,bestseller,dash,132501,48576,83833,102458,147245,219676,199766,35285,44207,3335,3304,721,883,66164,88605,160285,149750,59577,50422,88212,68660,27750,60263,36829,30060,43169,30871,6094,799,47904,2827,25095,1956,39279,63603,18445,13527,273264,639040,320776,35290,75907,132860,160154,6807,168775,185944,37860,52069,642958,562216,352019,433976,811332,808814,184047,187541,28005,29412,46091,54506
SvB_BS_111,Någonstans inom oss,Kajsa Ingemarsson,F,OTHER,bestseller,quot,114624,39540,62191,79793,147320,199014,186184,35736,47081,1922,1624,329,724,53111,99966,132777,140181,66388,46164,104325,87633,15781,22270,44284,41035,33232,26097,15124,434,53465,46470,28149,338,26454,52805,21244,11223,237260,679074,423052,13300,60491,112186,98996,3627,178549,190863,34566,44391,708399,567234,284628,430037,790491,803536,202536,193735,32555,29030,57325,41325
SvB_BS_112,Torka aldrig tårar utan handskar: 1. Kärleken,Jonas Gardell,M,OTHER,bestseller,quot,69704,8056,57523,99801,152617,185700,173565,35501,48468,3476,3859,372,1113,47046,95353,130586,128140,55114,46034,106629,91164,35998,36003,38729,45286,22219,26476,31902,661,37612,782,30785,261,10799,55699,15144,9370,100267,142228,494652,578826,33422,75421,177807,5809,192513,196915,27406,47376,684080,572047,292289,424878,804726,787561,171642,209363,27972,24390,24476,39455
SvB_BS_114,Dandy,Jan Guillou,M,OTHER,bestseller,quot,114032,17158,89195,124315,168911,170708,155524,47733,65878,5886,5953,1107,1424,70346,104670,116447,107259,54785,48523,100478,100589,32813,34811,40622,43029,26635,28309,17135,605,45868,628,25411,112,11423,37648,11889,8992,143394,619017,485490,29700,57699,113826,110277,2307,201434,232266,31751,63149,699015,617881,291139,376211,771683,758927,221285,235232,62271,49694,48840,51566
SvB_BS_115,Den sista akten,Mari Jungstedt,F,CRIME,bestseller,dash,71364,21101,50263,109094,159959,213687,176711,34690,50892,4028,4098,758,557,74072,103277,147339,135826,66821,41144,101133,88136,30236,39532,37107,38239,28672,25028,10663,458,41515,22701,26207,1313,28719,53140,14549,8515,169439,654132,433577,83540,82280,106958,160346,3603,153471,151655,41694,57420,607298,529229,382711,468035,816681,791791,173328,205846,36885,29711,39617,44566
SvB_BS_117,Två soldater,Roslund & Hellström,M,CRIME,bestseller,dash,175522,34375,141139,109411,165078,211345,163095,28276,50525,14545,12817,1280,2140,56611,96904,168349,124225,43404,39032,81891,93248,27404,26463,42095,49908,34153,20498,8844,191,43084,1736,40495,2466,20916,58077,13178,11032,105850,620792,435375,64555,45010,167470,282450,3693,131039,143447,30007,46092,726403,570153,258974,426156,770806,781965,215102,214301,18519,19633,47325,68293
SvB_BS_118,Lärjungen,"Hans Rosenfeldt, Michael Hjorth",M,CRIME,bestseller,dash,185208,35229,149975,82574,137716,226404,189398,31820,44834,4797,4841,937,1414,53535,92595,161685,139183,65117,50535,95319,95249,21488,35633,34375,34766,32757,25631,10957,547,49930,287,39485,180,28442,73019,18791,13069,159478,663158,410231,15420,61434,112832,208375,11442,159604,196409,21314,34571,693365,530745,299072,464559,815400,817662,178068,177738,40143,48334,68689,57704
SvB_BS_119,I stundens hetta,Viveca Sten,F,CRIME,bestseller,quot,111864,36593,73441,90919,148541,206761,197083,31017,45084,3252,3717,328,776,60148,100611,139125,150543,67964,46772,97751,78839,31208,57556,42850,34000,36592,25109,12789,123,40664,885,31563,708,23939,64582,14128,9423,192572,724333,429025,17756,73619,98107,124637,1865,177901,157800,25905,39726,648933,477129,336940,520946,808837,815932,177337,182143,51982,39263,58150,58291
SvB_BS_120,Till offer åt Molok,Åsa Larsson,F,CRIME,bestseller,dash,99730,31524,68205,104999,155971,218056,188579,31278,38370,4029,3548,444,440,60240,92882,152931,148655,65950,40408,92850,79481,25600,50070,40731,41111,32705,23591,10817,1803,43744,3665,30199,1334,34482,72091,15385,9530,194792,445576,417806,317835,54117,70829,159150,12284,173843,153164,25313,33898,665559,526039,325680,469637,805136,788024,186405,207840,35497,28277,35497,34391
SvB_BS_121,Gengångare,Jo Nesbø,M,CRIME,bestseller,quot,157099,47191,87905,108919,163370,195864,186178,32167,44423,4747,5847,699,1001,61431,96832,141743,139833,54417,46562,75480,75570,33735,40123,38418,39998,33778,29532,15681,1092,39012,12548,31998,1297,21572,49565,13138,9351,193876,698521,406145,37211,56259,100208,182084,13931,161419,150067,31916,32568,640272,482835,334825,511872,794358,816795,181128,177982,39526,31498,47431,45583
SvB_BS_122,En man som heter Ove,Fredrik Backman,M,OTHER,bestseller,dash,104714,15329,89345,103464,156013,223367,177178,31770,43797,2022,4768,522,1287,54211,105288,160872,141731,62626,35749,102616,103777,20158,33667,38359,41536,33923,36040,18853,739,37576,739,41751,862,17875,54586,17092,10969,104556,330133,440421,406254,37675,72142,234229,7265,181367,182881,17815,27479,665826,501471,326608,496951,819672,800631,172762,197934,39014,34500,39014,44723
SvB_BS_123,Fjällgraven,"Hans Rosenfeldt, Michael Hjorth",M,CRIME,bestseller,dash,159826,29711,130108,81014,127217,225607,196829,27667,42957,7001,4435,572,861,55569,88357,162903,143558,63074,53717,92626,96466,23897,35786,37596,37085,34028,27769,13261,561,52001,400,31941,354,28811,79872,19252,14549,193048,668242,398478,9372,58630,117966,197822,9176,151723,194931,26854,36237,675945,553649,316577,441155,787287,804253,206066,190672,31630,52067,52311,61728
SvB_BS_124,Helgonet,Carin Gerhardsen,F,CRIME,bestseller,dash,97217,35688,61340,108944,146560,197826,173280,39229,46984,7033,5249,672,619,73526,104027,136544,127665,61337,45908,103116,93675,25275,46201,40658,39273,31887,22661,7762,897,41919,3717,21240,848,27460,51712,14627,10662,246601,670994,380170,40267,59915,104431,149008,7056,162748,176404,30028,47982,648920,564627,341307,423026,791152,782202,199588,205451,46429,49965,34286,39903
SvB_BS_126,Felicia försvann,Felicia Feldt,F,OTHER,bestseller,dash,37645,4115,33530,87485,126722,231349,189412,30863,42768,2916,9395,243,626,45200,72234,156501,136385,75091,53743,104010,96660,17011,16761,33293,45601,23572,20966,19684,3370,49332,72830,51519,5279,15553,31256,16525,13838,96639,76996,446429,661943,69328,63769,226891,16690,160714,180444,15756,34798,794444,671923,191667,319369,819444,790539,166667,200753,47244,28591,7874,24407
SvB_BS_129,Vattenänglar,Mons Kallentoft,M,CRIME,bestseller,quot,115104,26135,87548,95887,156611,203941,176338,32944,46603,2334,4740,497,571,56706,90133,139468,135126,64817,41372,84791,77363,35049,52565,42204,41269,34322,20046,13162,1017,43390,14015,28812,7607,31643,49025,13889,9572,194934,117114,404690,615429,63039,55188,133959,16906,203002,194585,25891,45278,672785,542630,290104,444971,702314,768215,261373,219386,33682,31863,32520,43137
SvB_BS_130,Livet efter dig,Jojo Moyes,F,OTHER,bestseller,quot,139260,41727,77619,89031,147876,205478,194012,37649,46084,3763,4071,431,747,50279,94577,138759,145080,67127,49241,83926,76553,18262,17753,39063,44886,38009,32994,18837,631,50303,69906,37026,1868,20011,41562,19220,11569,145440,665582,453930,60562,45603,79155,130511,4184,223350,190252,15629,33800,702288,598711,286676,396236,794347,770082,195693,225213,46467,36343,47104,42773
SvB_BS_131,Inferno,Dan Brown,M,CRIME,bestseller,quot,168148,38415,107302,129767,178906,191410,166483,42275,56364,2525,4772,651,820,70649,114033,136405,130734,55291,36132,74372,80651,36418,45153,37902,36691,37147,24184,14109,354,40687,5154,24105,1184,14838,46942,10361,5452,184823,666256,413845,72100,58888,100593,134775,6326,205902,154277,42840,59561,646138,553003,334002,440121,817854,807730,162688,185498,42488,33399,44951,38194
SvB_BS_132,Little Bee,Chris Cleave,M,OTHER,bestseller,quot,110097,32020,64767,89288,150663,205965,181420,33011,47030,3123,3798,406,1004,57776,102413,136977,137122,69269,44714,90974,83916,22392,19856,39038,42676,32167,27838,11774,1482,59369,67550,38445,4647,19988,29722,19863,8940,206823,629447,408643,126809,44882,58383,101744,4000,237453,181277,18347,42638,658972,542324,322141,453269,767751,763886,213361,231810,34059,25936,23652,35456
SvB_BS_133,Den sanna historien om Pinocchios näsa : en roman om ett brott,Leif G.W. Persson,M,CRIME,bestseller,dash,199605,86944,112481,120641,162427,191330,175221,45892,54658,6406,7406,1334,1609,79833,108418,132154,128760,59510,46968,105355,81400,24004,56267,30330,39793,35621,25684,6234,267,43005,1396,21727,738,28271,53716,9880,5414,167358,600081,444845,53783,78690,189964,131830,3399,175654,152316,29035,28008,637239,628517,351702,366831,792545,806787,196682,188560,46617,62947,53383,54977
SvB_BS_134,Analfabeten som kunde räkna,Jonas Jonasson,M,OTHER,bestseller,dash,116410,16396,99604,126067,181398,213650,167584,35679,49767,8112,12279,610,1667,70505,109735,157599,123017,56355,45048,93010,85709,19578,38794,35862,38262,32142,32167,13052,1195,51598,492,29214,512,11466,38342,16345,12279,85355,632818,441336,23844,41964,101006,241793,5452,185841,235262,23123,53918,618287,546380,376391,448140,831640,822504,163038,172238,44444,44583,35897,45189
SvB_BS_135,Innan floden tar oss,Helena Thorfinn,F,OTHER,bestseller,quot,173597,57607,105131,130175,175762,185793,179015,44578,53143,4843,3881,365,685,62631,101721,126374,132054,59715,47474,87177,81641,31611,38818,40412,50004,24910,22058,12325,789,41314,504,25778,304,16821,52078,12672,5907,85490,654251,544147,19926,51574,141073,104457,5048,213678,179171,31673,43039,679157,585778,290172,408161,689159,735199,280837,258848,38162,33113,40109,36692
SvB_BS_136,Mellan rött och svart,Jan Guillou,M,OTHER,bestseller,quot,125253,25536,92428,131031,168704,173990,161488,48520,62048,4268,6794,1096,1277,72603,100749,117442,111222,56861,50547,93515,97222,31054,34589,42489,43180,29214,27968,16330,909,43351,487,24279,87,11317,40994,12649,10592,176457,640292,451947,24990,55368,106392,112987,2010,200315,224508,40738,58422,691572,614058,302152,381902,775254,754056,218470,241839,65375,62772,46005,47254
SvB_BS_137,Paradisoffer,Kristina Ohlsson,F,CRIME,bestseller,dash,118244,43380,74790,105809,136850,221853,203196,33310,42318,3043,4854,692,842,72476,87512,160581,147707,61480,55810,87644,73379,27732,60663,39258,33681,43568,32090,5924,682,52766,1859,21623,575,26164,59767,20171,16152,140482,644930,434123,29809,72215,117457,140586,4475,211866,202606,43121,49286,608715,573620,383660,421397,764706,793258,228322,203127,40138,32859,40138,47077
SvB_BS_138,Du går inte ensam,Mari Jungstedt,F,CRIME,bestseller,dash,61692,15576,46116,95596,149623,226567,192276,36466,46253,4366,2580,642,716,62083,96929,154918,147194,71841,45364,104648,89275,22149,31442,36787,35736,32036,25978,8988,369,45134,1019,29147,195,27414,77869,19325,10278,130349,704522,471238,21089,84727,108718,148767,7105,164069,158227,30037,48043,630625,480290,365346,516232,793821,805072,202149,191449,33451,27192,36972,39850
SvB_BS_139,Lyckliga gatan,Liza Marklund,F,CRIME,bestseller,dash,96037,30344,65693,132514,176655,205181,171708,35394,46991,7020,5206,692,822,74974,97042,145432,137214,60078,34661,87727,81835,32296,46200,36515,40065,29100,14827,6756,1050,34966,3060,25672,776,31472,59641,13808,7976,194989,740426,412946,37234,63604,77305,166078,5585,161099,139184,41118,43706,621487,502370,366824,492891,738871,781387,249440,214046,36313,31746,32588,31422
SvB_BS_140,När skönheten kom till Bro,Anna Jansson,F,CRIME,bestseller,quot,97252,32368,51503,105598,162942,209930,196688,36394,46541,2595,2971,247,408,63334,97412,138377,143060,72139,54327,78751,71899,25117,43260,36270,34289,33613,25144,7538,602,43685,1320,21070,563,43469,67219,18475,12193,235320,628924,422958,43731,74467,114610,76674,5923,190140,206515,33260,48272,679052,551597,314804,444828,836747,829838,157402,166945,46689,41302,36503,41302
SvB_BS_141,Polis,Jo Nesbø,M,CRIME,bestseller,quot,181600,62004,102984,112477,154859,193133,187340,35111,43589,3951,4253,935,981,64189,96287,136781,140041,56690,47493,77785,78983,28143,41880,41901,35908,37449,32995,18096,1291,35982,515,25531,486,23498,57203,13806,10681,182129,669621,434405,27523,64802,126885,151482,16483,167098,159436,34739,40947,612418,464259,364783,531226,797390,823113,180241,172373,43179,31410,47313,51905
SvB_BS_142,För mycket lycka,Alice Munro,F,PRESTIGE,bestseller,quot,111022,17948,83949,83073,141121,209216,186316,36773,51662,1281,2120,390,739,52151,90031,140071,130794,69478,56141,88534,84396,16158,23931,41063,48756,34600,35462,17774,1013,52819,23824,35547,1394,26967,60060,21562,15045,177097,524007,450866,159708,51398,97436,115313,3197,204794,215204,26099,46480,681422,610703,311871,384739,810865,777412,183099,218030,34848,33664,39394,51649
SvB_BS_143,Kaffe med rån,Catharina Ingelman-Sundberg,F,CRIME,bestseller,quot,111769,38777,69998,114604,155533,203213,200677,37342,41630,3791,4672,387,600,53305,91517,144777,154076,58720,46987,112180,97831,18645,38401,44227,55202,25917,24615,18929,1214,48766,443,23468,386,15679,58316,16659,8972,111421,710686,479442,21001,57868,114615,151142,3844,198477,149356,29061,41290,605311,471847,386364,526040,730648,767521,261026,230366,40746,36033,64227,57310
SvB_BS_144,I farans riktning,Viveca Sten,F,CRIME,bestseller,quot,115094,38216,76148,102470,156787,201251,195567,35169,45740,2957,3493,759,525,64763,99950,138162,149341,63455,46528,95562,80238,32473,50192,38204,26554,37236,24308,8216,184,37524,1944,26952,827,25513,55865,15386,9705,230269,697019,399038,25248,63451,102001,110259,3358,196203,172173,37966,41096,673902,472653,313841,524416,811798,817238,176456,179915,38690,36176,39435,45650
SvB_BS_145,Min mormor hälsar och säger förlåt,Fredrik Backman,M,OTHER,bestseller,dash,136756,31207,105514,110007,155297,215753,187492,34255,40724,2499,2815,609,843,58769,95580,148108,145128,67901,42629,97478,102830,19707,41085,38197,46752,43067,40213,10414,1279,45535,1204,37684,1403,23745,51093,20733,12340,205852,150483,419724,622049,38764,51104,167830,6268,167682,169337,19308,31795,735800,575796,258957,421824,820274,789943,174774,207738,31805,47242,27128,45613
